cell_1 cell_2 cell_3 cell_4 cell_5 cell_6 cell_7 cell_8 cell_9 cell_10 cell_11 cell_12 cell_13 cell_14 cell_15 cell_16 cell_17 cell_18 cell_19 cell_20 cell_21 cell_22 cell_23 cell_24 cell_25 cell_26 cell_27 cell_28 cell_29 cell_30 cell_31 cell_32 cell_33 cell_34 cell_35 cell_36 cell_37 cell_38 cell_39 cell_40 cell_41 cell_42 cell_43 cell_44 cell_45 cell_46 cell_47 cell_48 cell_49 cell_50 cell_51 cell_52 cell_53 cell_54 cell_55 cell_56 cell_57 cell_58 cell_59 cell_60 cell_61 cell_62 cell_63 cell_64 cell_65 cell_66 cell_67 cell_68 cell_69 cell_70 cell_71 cell_72 cell_73 cell_74 cell_75 cell_76 cell_77 cell_78 cell_79 cell_80 cell_81 cell_82 cell_83 cell_84 cell_85 cell_86 cell_87 cell_88 cell_89 cell_90 cell_91 cell_92 cell_93 cell_94 cell_95 cell_96 cell_97 cell_98 cell_99 cell_100 cell_101 cell_102 cell_103 cell_104 cell_105 cell_106 cell_107 cell_108 cell_109 cell_110 cell_111 cell_112 cell_113 cell_114 cell_115 cell_116 cell_117 cell_118
Map4k3 4 1 0 0 2 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 2 0 2 2 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 2 1 0 0 2 0 0 0 0 2 0 2 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 2 0 0 2 1 1 0 0 0 0 0 0 1 0 0 2 4 0 0 0 1 0 2 0 0 2 2 0 0 0 0
Rgs2 0 2 1 0 0 0 2 1 0 2 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
Ppp1r11 1 0 0 0 2 2 1 2 0 1 2 0 2 2 4 0 2 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 1 0 0 0 1 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 1 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 2 0 0 0 0
Arpc4 1 0 0 0 2 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 2 0 0 2 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 2 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 2 0 2 2 0 0
Homer2 2 0 0 0 0 2 2 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 0 3 0 0 0 2 0 1 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0
Bet1l 1 1 0 0 0 0 0 1 0 2 1 0 0 0 2 0 2 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 2 0 2 0 0 1 0 0 0 2 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 2 0 2 0 0 0 2 1 1 0 0 1 0 0 0 0 0 2 0 2 2 0 1 0 0 1 0 0
Slc2a3 2 2 3 0 2 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 2 3 0 0 0 0 2 0 2 2 2 0 2 2 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 4 2 1 0 0 1 0 0 0 0 0 0 1 2 0 0 2 0 2 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 4 2 2 2 0 3 0 0 0 0 0
Lrrn3 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 2 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 1 0 2 0 0
Cul5 1 2 0 0 0 0 0 2 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 2 0 0 2 0 1 0 0 0 0 0 0 2 0 0 1 0 0 2 0 0 1 0 0 1 0 0 0 2 0 0 0 0 2 0 1 1 0 0 0 0 0 0 1 0 2 2 0 0 0 0 0 0 0 0 0 0 1
Man1a 0 0 1 0 1 0 1 0 0 0 2 1 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 2 1 2 0 0 2 2 1 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0
Ccar1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Snx27 1 0 2 2 0 0 0 2 0 0 1 2 2 1 0 2 2 2 0 0 0 2 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 0 0 0 2 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 0 0 0 0 1 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 2
Lmbrd1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 2
Samd8 0 0 1 0 2 0 0 0 0 2 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 2 0 0 2 2 0 0 0 0 1 0 2 0 0 2 1 0 0 0 0 0 2 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2
Dcaf12l1 1 0 1 0 0 1 2 2 0 0 3 0 0 1 1 0 0 1 0 1 3 2 0 0 1 0 2 0 2 0 0 2 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 1 3 2 0 0 1 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 2 2 3 0 2 2 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0
Zcchc7 0 2 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Zfp462 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 2 0 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 0 0 2 1 2 0 1 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 3 1 2 0 0 0 0 0 0 2 0 2 0 2 1 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0
Slitrk4 0 2 2 0 1 0 3 0 0 2 0 0 0 2 2 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 1 0 0 0 0 2 2 0 1 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0
Slc38a2 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 2 0 2 1 2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 2 0 0 0 0 0 0 0 2 0 0
Rpn2 1 0 1 0 0 2 1 1 0 2 0 0 1 1 2 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0 0 2 0 2 1 0 0 2 0 2 1 0 0 0 0 3 3 0 2 0 0 1 1 0 0 0 1 2 0 0 0 2 0 1 2 1 0 0 0 0 1 0 1 0 2 0 0 0 0 2 2 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 1 0 2 0 0 0 0 2 0
Ccdc25 1 2 2 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 2 0 1 0 0 0 2 0 2 2 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 2 0 0 0 2 0 0 2 0 1 1 3 0 2 0 1 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0
Prpf19 2 0 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 2 0 0 0 1 0 2 1 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0
Enpp5 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 2 0 2 0 0 0 1 1 0 3 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 2 0 0 2 2 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2
Kcnn2 0 0 0 0 0 1 0 2 0 0 1 2 0 0 0 0 0 0 1 0 0 3 1 2 1 0 1 1 2 0 2 0 0 0 0 1 0 0 0 0 2 0 2 0 2 0 3 0 0 0 0 0 0 0 0 2 0 0 0 5 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 2 0 2 3
Sf1 1 2 3 0 1 0 2 0 0 0 2 2 0 0 0 0 0 0 0 0 2 0 1 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 1 0 0 1 1 2 0 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0
Cntnap2 0 0 2 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0
Lix1 3 4 2 0 2 2 3 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 7 3 1 0 2 0 0 2 1 0 0 1 0 0 0 0 2 1 0 0 2 1 0 0 1 0 2 0 0 1 0 1 1 2 1 2 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 2 2 0 0 2
Chm 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 1 2 0 0 0 0 0 1 0 0 0
Supt5 1 1 0 0 0 1 2 0 0 2 0 0 0 2 1 2 0 2 0 0 2 0 1 1 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 4 1 0 1 0 2 0 2 2 0 0 0 0 1 0 0 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 2 0 0 1 0 0 0 0 0 0
Rere 3 0 3 0 3 4 1 0 0 0 0 2 0 2 5 2 2 0 0 0 0 2 0 0 1 0 0 0 1 0 2 1 0 0 0 4 0 2 2 0 2 1 0 0 0 0 1 0 1 0 0 2 0 2 0 2 1 2 0 2 0 3 2 5 2 2 0 1 2 2 0 1 2 2 2 0 0 0 0 1 2 2 2 0 0 0 0 1 3 4 0 2 2 0 0 2 2 2 0 0 0 2 0 3 2 2 0 2 0 0 0 0 3 2 2 0 2 1
P4hb 1 2 2 0 3 1 2 2 2 0 0 2 0 2 0 0 0 0 0 0 0 1 1 0 2 2 0 2 3 2 0 1 0 0 0 5 0 0 0 0 0 0 2 2 0 2 0 0 0 2 0 0 0 2 1 0 0 0 1 2 1 2 0 1 0 0 0 2 1 2 0 2 0 1 1 2 1 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 2 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
Tpp2 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 1 0 2 0 0 0 0
Ttyh3 1 2 0 0 0 2 0 1 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 2 0 0 0 2 0 0 0 0 0 0 2 2 0 1 0 0 2 1 2 1 2 0 2 0 1 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 3 1 2 0 1 0 0 2 0 0 2 0 0 0 0 0 0 2 0 0 2 1
Fbxw11 3 0 0 0 0 0 0 2 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 1 2 0 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 1 0 0 3 0 0 0
Ilf3 2 0 0 0 0 1 0 2 3 2 1 2 0 1 1 0 0 0 2 0 1 2 2 2 2 0 0 0 2 0 2 0 0 0 0 2 0 0 0 1 2 0 0 2 2 0 1 0 2 0 2 0 2 0 0 2 0 0 2 0 1 1 1 0 0 1 2 0 0 0 0 2 0 2 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 1 0 0 2 0 0 0 1 0
Drosha 3 1 1 2 0 2 1 2 2 0 2 0 0 0 0 1 2 1 0 0 5 2 2 0 1 0 0 0 1 0 1 0 2 2 2 0 0 2 0 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 3 2 4 1 2 1 0 0 2 4 1 0 2 0 2 0 0 1 0 0 2 1 1 2 2 0 0 0 0 0 2 0 1 0 0 3 2 0 1 1 1 2 0 1 0 0 2 0 1 0 2 2 1 1 2 2 0 3 0 0 2
Dmtf1 3 2 2 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
Os9 0 0 1 0 1 3 1 1 1 0 1 0 0 0 2 0 0 0 0 2 1 0 0 4 2 0 0 0 0 0 2 1 0 0 2 1 0 0 0 0 0 1 0 0 2 2 3 0 1 0 2 2 0 2 0 2 0 0 0 0 1 2 0 1 2 2 2 2 0 0 1 2 0 2 2 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 2 0 1 0 1 0 1 0 3 0 2 0 1 3 0 1 1 1 0 1 0 0 0 0 0 2
Fam171a1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 1 1 0 0 2 0 0 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2 0 0 0 1 0 0 3 0 0 0 0 0 2 1 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 2 1 0 1 0 0 0 0 0 1 1 0 0 1 2 0 2 0 0 0 1
Dscaml1 0 0 2 0 0 0 3 0 2 2 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 2 0 0 0 0 0 2 1 0 2 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
Pcdh8 1 3 0 1 1 7 2 0 0 2 1 3 0 2 2 0 0 0 2 0 2 2 0 2 0 3 0 0 2 1 1 1 0 3 2 8 0 0 0 0 0 0 2 0 2 0 0 0 1 0 0 2 0 0 0 0 1 0 0 2 2 3 0 0 0 2 4 3 0 2 1 1 0 2 0 2 2 0 2 0 2 1 1 0 1 2 0 0 2 5 0 0 2 1 2 1 1 4 2 0 0 0 3 0 0 0 4 5 2 7 3 4 4 4 2 0 0 2
Upf2 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 2 0 0 2 3 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
Srpk1 1 2 1 2 0 0 0 1 1 2 2 0 0 1 0 0 0 0 0 1 1 2 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 1 3 1 0 2 0 2 0 0 1 1 0 0 2 2 0 0 0 0 2 1 2 0 1 0 2 0 1 0 0 2 0 0 0 0 2 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 2 0 2 0 0 0 0 1 2 0 0 0
Ubp1 0 1 0 0 0 2 0 1 2 2 3 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 2 0 1 0 2 0 2 2 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 2 1 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
Exoc6b 2 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 1 2 0 0 0 2 0 0 1 0 2 0 2 0 0 0 0 0 0 0 0 0 3 2 0 1 2 0 2 0 0 0 3 0 1 0 0 0 0 0
Cog7 2 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 3 0 0 2 2 0 0 0 1 0 0 2 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 2 0 0 0 3 0 0 2 2 2 0 0 0 0 0 0 0 1 2 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 2 0 0 0 2 1 1 2 0 0 0 0 1 3 0 0 0 1 0 0 0 0 2
Srsf6 2 2 2 1 1 1 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 2 0 1 1 0 0 2 0 0 1 0 2 2 0 0 0 2 2 0 2 1 2 0 2 0 2 0 0 2 2 0 2 1 0 2 0 0 1 3 1 2 1 1 0 0 1 0 0 2 0 2 0 0 2 2 2 1 0 0 0 0 1 1 0 0 0 2 0 2 0 0 0 2 0 0 0 1 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2
Slc6a15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
Limch1 3 0 0 0 1 2 1 0 2 1 3 0 0 2 0 0 0 0 0 0 0 0 2 2 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 2 0 0 0 0 0 2 0 0 2 0 4 2 2 0 1 0 0 2 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 3 0 0 0 0 0 2 2 0 0 0 0 2 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 2
Papss1 1 0 3 0 0 2 1 0 0 0 3 0 0 2 2 0 2 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 2 2 0 4 1 2 0 6 0 2 0 0 2 1 1 2 0 0 0 1 0 5 2 2 1 0 1 0 2 3 0 0 1 0 1 1 0 0 0 1 2 0 0 0 0 2 2 3 0 1 0 0 1 2 0 0 2 0 0 0 0 0 0 0 2 1 1 0 1 2 1 0 6 2 0 0 2 0 0 1 2 0 2 0 0 3
Rab3gap2 0 0 2 1 2 0 0 1 1 0 2 0 0 1 1 0 0 1 0 0 2 3 1 0 2 2 0 2 3 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 2 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 2 2 0 0 1 2 2 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
Taf1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 3 0 0 0 0 2 0 0 0 0 1 0 0 0 2 0 2 0 0 0 1 0 0 2 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Map4k4 2 2 0 0 0 0 1 1 0 0 0 3 0 0 0 2 0 0 2 0 0 2 0 0 0 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 2 0 2 0 0 0 0 0 2 0 0 0 2 1 2 0 1 2 0 0 1 1 0 0 2 0 0 2 0 2 0 0 0 1 1 0 0 0 0 0 2 3 1 0 0 2 0 0 0 1 1 2 0 0 0 0 0 2 2 0 0 0 0 2 1 2 0 1 1 1 1
Sfxn1 2 0 0 0 1 2 2 0 2 1 0 1 0 0 0 2 1 0 0 0 1 2 0 0 0 1 0 2 2 0 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 0 0 0 1
Rbm28 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0
